CMDID,PARENTID,CMDTYPE,CAPTION,CMDNAME,CMDVALUE,ICON,CMDLVL,ISVISIBLE,ISENABLE,ACTION,CMDIDX,STATUS,HKCMD,URI,UCTID
004002,004,M,Tariff configuration,,"{""en"":""Tariff configuration"",""vi"":""Bi?u ph?"",""lo"":""?????????????????""}",Child.png,2,1,1,,2,N,,,IFC_TARIFF_CONFIGURATION
005000000001,005,C,Search,,,,2,0,0,,1,N,,,
004003,004,M,IFC transaction,,"{""en"":""IFC transaction"",""vi"":""??nh nghia ph? v?o giao d?ch""}",Child.png,2,1,1,,3,N,,,IFC_IFC_TRANSACTION
DPT_INQ,DPT,T,Transaction inquiry ,,"{
  ""en"" : ""Transaction inquiry "",
  ""vi"" : ""Tra c?u th?ng tin t?i kho?n"",
  ""lo"" : ""???????????????""
}",,2,0,1,,0,N,,,
0050020028,005002,C,PrintHeader,,,,3,1,1,,28,N,,,
0050010002,005001,C,View,,,,3,1,1,,2,N,,,
0050010010,005001,C,Clear,,,,3,1,1,,10,N,,,
0050010000,005001,C,Search,,,,3,1,1,,0,N,,,
0050010001,005001,C,Add,,,,3,1,1,,1,N,,,
0050010003,005001,C,Modify,,,,3,1,1,,3,N,,,
0050010005,005001,C,Save,,,,3,1,1,,5,N,,,
0050010004,005001,C,Delete,,,,3,1,1,,4,N,,,
0050050002,005005,C,View,,,,3,1,1,,2,N,,,
0050050009,005005,C,Reject,,,,3,1,1,,9,N,,,
0050050035,005005,C,Process,,,,3,1,1,,35,N,,,
0050040002,005004,C,View,,,,3,1,1,,2,N,,,
0050040000,005004,C,Search,,,,3,1,1,,0,N,,,
0050040001,005004,C,Add,,,,3,1,1,,1,N,,,
0050040004,005004,C,Delete,,,,3,1,1,,4,N,,,
0040010002,004001,C,View,,,,3,1,1,,2,N,,,
0040010010,004001,C,Clear,,,,3,1,1,,10,N,,,
0040010000,004001,C,Search,,,,3,1,1,,0,N,,,
0040010001,004001,C,Add,,,,3,1,1,,1,N,,,
0040010003,004001,C,Modify,,,,3,1,1,,3,N,,,
0040010005,004001,C,Save,,,,3,1,1,,5,N,,,
0040010004,004001,C,Delete,,,,3,1,1,,4,N,,,
0040030002,004003,C,View,,,,3,1,1,,2,N,,,
0040030010,004003,C,Clear,,,,3,1,1,,10,N,,,
0040030000,004003,C,Search,,,,3,1,1,,0,N,,,
0040030001,004003,C,Add,,,,3,1,1,,1,N,,,
0040030003,004003,C,Modify,,,,3,1,1,,3,N,,,
0040030005,004003,C,Save,,,,3,1,1,,5,N,,,
0040030004,004003,C,Delete,,,,3,1,1,,4,N,,,
0040020002,004002,C,View,,,,3,1,1,,2,N,,,
0040020010,004002,C,Clear,,,,3,1,1,,10,N,,,
0040020000,004002,C,Search,,,,3,1,1,,0,N,,,
0040020001,004002,C,Add,,,,3,1,1,,1,N,,,
0040020003,004002,C,Modify,,,,3,1,1,,3,N,,,
0040020005,004002,C,Save,,,,3,1,1,,5,N,,,
0040020004,004002,C,Delete,,,,3,1,1,,4,N,,,
0160020015,016002,C,Refresh,,,,3,1,1,,15,N,,,
0160020016,016002,C,Start,,,,3,1,1,,16,N,,,
0160020017,016002,C,Stopped,,,,3,1,1,,17,N,,,
0100020002,010002,C,View,,,,3,1,1,,2,N,,,
0100020000,010002,C,Search,,,,3,1,1,,0,N,,,
0100020001,010002,C,Add,,,,3,1,1,,1,N,,,
0100020003,010002,C,Modify,,,,3,1,1,,3,N,,,
0100020005,010002,C,Save,,,,3,1,1,,5,N,,,
0100020004,010002,C,Delete,,,,3,1,1,,4,N,,,
0100010002,010001,C,View,,,,3,1,1,,2,N,,,
0100010010,010001,C,Clear,,,,3,1,1,,10,N,,,
0100010000,010001,C,Search,,,,3,1,1,,0,N,,,
0100010001,010001,C,Add,,,,3,1,1,,1,N,,,
0100010003,010001,C,Modify,,,,3,1,1,,3,N,,,
0100010005,010001,C,Save,,,,3,1,1,,5,N,,,
0100010004,010001,C,Delete,,,,3,1,1,,4,N,,,
0070090002,007009,C,View,,,,3,1,1,,2,N,,,
DPT_ISP,DPT,T,Interest suspense,,"{""en"":""Interest suspense"",""vi"":""Interest suspense""}",,2,0,0,,0,N,,,
DPT_MDP,DPT,T,1112: Miscellaneous deposit,,"{
  ""en"" : ""1112: Miscellaneous deposit"",
  ""vi"" : """",
  ""lo"" : ""1112: ???????????""
}",,2,1,1,,0,N,,,
DPT_MIP,DPT,T,1142: Miscellaneous interest payment,,"{
  ""en"" : ""1142: Miscellaneous interest payment"",
  ""vi"" : """""""",
  ""lo"" : """"1142: ???????????????????""""
}",,2,1,1,,0,N,,,
011000000004,011,C,Modify,,,,2,0,0,,4,N,,,
011000000005,011,C,Delete,,,,2,0,0,,5,N,,,
011000000008,011,C,Print,,,,2,0,0,,8,N,,,
011001,011,M,Cash flow,,"{""en"":""Cash flow"",""vi"":"""",""lo"":""????????????????"",""km"":"""",""mn"":""""}",Child.png,2,1,1,,1,N,"{""en"":""F7"",""vi"":""""}",,CSH_CASH_FLOW
011002,011,M,Cash transaction,,"{""en"":""Cash transaction"",""vi"":""Giao d?ch ti?n m?t""}",Child.png,2,0,1,,2,N,,,CSH_CASH_TRANSACTION
012,0,M,Accounting,act,"{""en"":""Accounting"",""vi"":""K? to?n"",""lo"":""?????""}",Accounting.png,1,1,1,,12,N,,,
012000000001,012,C,Search,,,,2,0,0,,1,N,,,
012000000002,012,C,Add,,,,2,0,0,,2,N,,,
012000000003,012,C,View,,,,2,0,0,,3,N,,,
012000000004,012,C,Modify,,,,2,0,0,,4,N,,,
012000000005,012,C,Delete,,,,2,0,0,,5,N,,,
012000000006,012,C,Save,,,,2,0,0,,6,N,,,
012000000007,012,C,Clear,,,,2,0,0,,7,N,,,
012000000008,012,C,Print,,,,2,0,0,,8,N,,,
012001,012,M,Account chart,,"{""en"":""Account chart"",""vi"":""H? th?ng k? to?n"",""lo"":""???????????""}",Child.png,2,1,1,,1,N,,,ACT_ACCOUNT_CHART
012002,012,M,Bank account definition,,"{""en"":""Bank account definition"",""vi"":""T?i kho?n k? to?n"",""lo"":""??????????????????????????????""}",Child.png,2,1,1,,2,N,,,ACT_BANK_ACCOUNT_DEFINITION
012003,012,M,Internal transaction,,"{""en"":""Internal transaction"",""vi"":""Giao d?ch n?i b?"",""lo"":""???????????????????""}",Child.png,2,1,1,,3,N,"{""en"":""F3"",""vi"":""""}",,ACT_INTERNAL_TRANSACTION
012004,012,M,Utilities,,"{""en"":""Utilities"",""vi"":""Ch?c nang"",""lo"":""???????????????""}",Child.png,2,1,1,,4,N,,,
012004000001,012004,C,Search,,,,3,0,0,,1,N,,,
002,0,S,Separator,,,,1,1,1,,2,N,,,
012004000002,012004,C,Add,,,,3,0,0,,2,N,,,
012004000003,012004,C,View,,,,3,0,0,,3,N,,,
012004000004,012004,C,Modify,,,,3,0,0,,4,N,,,
012004000005,012004,C,Delete,,,,3,0,0,,5,N,,,
012004000006,012004,C,Save,,,,3,0,0,,6,N,,,
012004000007,012004,C,Clear,,,,3,0,0,,7,N,,,
012004000008,012004,C,Print,,,,3,0,0,,8,N,,,
ADM_FXD,ADM,T,Delete FX rate by branch,,"{""en"" : """"Delete fx-rate by branch"""",""vi"" : """",""lo"" : """"?????????????????????????????? ??? ???????""""}",,2,1,1,,0,N,,,
ADM,0,T,Admin,,"{""en"":""Admin"",""lo"":""Admin""}",,1,1,1,,0,N,,,
012005009,012005,M,Extension Account of group definition,,"{""en"":""Extension Account of group definition"",""vi"":""""}",Child.png,3,1,1,,4,N,,,ACT_DETAIL_EXTENSION_ACCOUNT_OF_GROUP_DEFINITION
0120050090002,012005009,C,View,,,,4,1,1,,2,N,,,
CTM_CAS,CTM,T,Change customer status,,"{""en"":""Change customer status"",""vi"":""""}",,2,1,1,,0,N,,,
0120050090010,012005009,C,Clear,,,,4,1,1,,10,N,,,
0120050090000,012005009,C,Search,,,,4,1,1,,0,N,,,
0120050090001,012005009,C,Add,,,,4,1,1,,1,N,,,
0120050090003,012005009,C,Modify,,,,4,1,1,,3,N,,,
0120050090005,012005009,C,Save,,,,4,1,1,,5,N,,,
0120050090004,012005009,C,Delete,,,,4,1,1,,4,N,,,
CTM,0,T,Customer,,"{""en"":""Customer"",""vi"":""Customer""}",,1,1,1,,0,N,,,
CTM_CAC,CTM,T,Merge customer,,"{""en"":""Merge customer"",""vi"":""""}",,2,1,1,,0,N,,,
ACT_GFEE,ACT,T,1187: Miscellaneous Fee collection,,"{""en"":""1187: Miscellaneous Fee collection"",""vi"":""1187: Miscellaneous Fee collection""}",,2,1,1,,0,N,,,
MFS_TUA,MFS,T,Airtime Top-up at agent (SoftPIN),,"{""en"":""Airtime Top-up at agent (SoftPIN)"",""vi"":""""}",,2,1,1,,0,N,,,
MFS_BPM,MFS,T,Bill Payment from MMA,,"{""en"":""Bill Payment from MMA"",""vi"":""""}",,2,1,1,,0,N,,,
MFS_BPC,MFS,T,Bill Payment by cash,,"{""en"":""Bill Payment by cash"",""vi"":""""}",,2,1,1,,0,N,,,
MFS_TUM,MFS,T,Airtime Top-up from MMA (SoftPIN),,"{""en"":""Airtime Top-up from MMA (SoftPIN)"",""vi"":""""}",,2,1,1,,0,N,,,
MFS_ATC,MFS,T,Airtime Top-up by cash,,"{""en"":""Airtime Top-up by cash"",""vi"":""""}",,2,1,1,,0,N,,,
MFS_CVI,MFS,T,Check Voucher information,,"{""en"":""Check Voucher information"",""vi"":""""}",,2,1,1,,0,N,,,
MFS_CIV,MFS,T,Money Voucher information,,"{""en"":""Money Voucher information"",""vi"":""""}",,2,1,1,,0,N,,,
MFS_ATMG,MFS,T,ATM inquiry ,,"{""en"":""ATM inquiry "",""vi"":""""}",,2,0,1,,0,N,,,
MFS_AGI,MFS,T,Agent information,,"{""en"":""Agent information"",""vi"":""""}",,2,0,1,,0,N,,,
MFS_SBI,MFS,T,Subscriber information,,"{""en"":""Subscriber information"",""vi"":""""}",,2,0,1,,0,N,,,
023001,023,M,Product definition,,"{""en"":""Product definition"",""vi"":""""}",Child.png,2,1,1,,1,N,,,MFS_AGENT_PROD_DEFINITION
023003,023,M,Agent account,,"{""en"":""Agent account"",""vi"":""""}",Child.png,2,1,1,,3,N,,,MFS_AGENT_DEFINITION
023004,023,M,Subscriber account,,"{""en"":""Subscriber account"",""vi"":""""}",Child.png,2,1,1,,4,N,,,MFS_AGENT_SUB_DEFINITION
023005,023,M,Fee definition,,"{""en"":""Fee definition"",""vi"":""""}",Child.png,2,0,1,,5,N,,,CRD_CATALOGUE_DEFINITION
023006,023,M,ATM,,"{""en"":""ATM"",""vi"":""""}",Child.png,2,1,1,,6,N,,,MFS_AGENT_ATM_DEFINITION
023007,023,M,Money Voucher,,"{""en"":""Money Voucher"",""vi"":""""}",Child.png,2,1,1,,7,N,,,MFS_AGENT_MV_DEFINITION
023002,023,M,Service definition,,"{""en"":""Service definition"",""vi"":""""}",Child.png,2,1,1,,2,N,,,MFS_AGENT_SERV_DEFINITION
023008,023,M,Tier rate,,"{""en"":""Tier rate"",""vi"":""""}",Child.png,2,1,1,,2,N,,,MFS_AGENT_TIER_DEFINITION
0230010010,023001,C,Clear,,,,3,1,1,,10,N,,,
0230010002,023001,C,View,,,,3,1,1,,2,N,,,
0230010000,023001,C,Search,,,,3,1,1,,0,N,,,
0230010001,023001,C,Add,,,,3,1,1,,1,N,,,
0230010003,023001,C,Modify,,,,3,1,1,,3,N,,,
0230010005,023001,C,Save,,,,3,1,1,,5,N,,,
0230010004,023001,C,Delete,,,,3,1,1,,4,N,,,
0230020002,023002,C,View,,,,3,1,1,,2,N,,,
0230020010,023002,C,Clear,,,,3,1,1,,10,N,,,
0230020000,023002,C,Search,,,,3,1,1,,0,N,,,
0230020001,023002,C,Add,,,,3,1,1,,1,N,,,
0230020003,023002,C,Modify,,,,3,1,1,,3,N,,,
0230020005,023002,C,Save,,,,3,1,1,,5,N,,,
0230020004,023002,C,Delete,,,,3,1,1,,4,N,,,
0230030002,023003,C,View,,,,3,1,1,,2,N,,,
0230030010,023003,C,Clear,,,,3,1,1,,10,N,,,
0230030000,023003,C,Search,,,,3,1,1,,0,N,,,
0230030001,023003,C,Add,,,,3,1,1,,1,N,,,
0230030003,023003,C,Modify,,,,3,1,1,,3,N,,,
0230030005,023003,C,Save,,,,3,1,1,,5,N,,,
0230030004,023003,C,Delete,,,,3,1,1,,4,N,,,
0230040002,023004,C,View,,,,3,1,1,,2,N,,,
0230040010,023004,C,Clear,,,,3,1,1,,10,N,,,
0230040000,023004,C,Search,,,,3,1,1,,0,N,,,
0230040001,023004,C,Add,,,,3,1,1,,1,N,,,
0230040003,023004,C,Modify,,,,3,1,1,,3,N,,,
0230040005,023004,C,Save,,,,3,1,1,,5,N,,,
0230040004,023004,C,Delete,,,,3,1,1,,4,N,,,
0230050002,023005,C,View,,,,3,1,1,,2,N,,,
0230050010,023005,C,Clear,,,,3,1,1,,10,N,,,
0230050000,023005,C,Search,,,,3,1,1,,0,N,,,
0230050001,023005,C,Add,,,,3,1,1,,1,N,,,
0230050003,023005,C,Modify,,,,3,1,1,,3,N,,,
0230050005,023005,C,Save,,,,3,1,1,,5,N,,,
0230050004,023005,C,Delete,,,,3,1,1,,4,N,,,
0230060002,023006,C,View,,,,3,1,1,,2,N,,,
0230060010,023006,C,Clear,,,,3,1,1,,10,N,,,
0230060000,023006,C,Search,,,,3,1,1,,0,N,,,
0230060001,023006,C,Add,,,,3,1,1,,1,N,,,
0230060003,023006,C,Modify,,,,3,1,1,,3,N,,,
0230060005,023006,C,Save,,,,3,1,1,,5,N,,,
0230060004,023006,C,Delete,,,,3,1,1,,4,N,,,
0230070002,023007,C,View,,,,3,1,1,,2,N,,,
0230070010,023007,C,Clear,,,,3,1,1,,10,N,,,
0230070000,023007,C,Search,,,,3,1,1,,0,N,,,
0230070001,023007,C,Add,,,,3,1,1,,1,N,,,
0230070003,023007,C,Modify,,,,3,1,1,,3,N,,,
0230070005,023007,C,Save,,,,3,1,1,,5,N,,,
0230070004,023007,C,Delete,,,,3,1,1,,4,N,,,
0230080002,023008,C,View,,,,3,1,1,,2,N,,,
0230080010,023008,C,Clear,,,,3,1,1,,10,N,,,
0230080000,023008,C,Search,,,,3,1,1,,0,N,,,
0230080001,023008,C,Add,,,,3,1,1,,1,N,,,
0230080003,023008,C,Modify,,,,3,1,1,,3,N,,,
0230080005,023008,C,Save,,,,3,1,1,,5,N,,,
0230080004,023008,C,Delete,,,,3,1,1,,4,N,,,
023,0,M,Mobile Finance,mfs,"{""en"":""Mobile Finance"",""vi"":""""}",Deposit.png,1,1,1,,6,N,,,
MFS_GPL,MFS,T,Product list,,"{""en"":""Product list"",""vi"":""""}",,2,1,1,,0,N,,,
MFS_CTF,MFS,T,Calculate transaction fee,,"{""en"":""Calculate transaction fee"",""vi"":""""}",,2,1,1,,0,N,,,
MFS_AMM,MFS,T,Active MMA account,,"{""en"":""Active MMA account"",""vi"":""""}",,2,1,1,,0,N,,,
MFS_DMM,MFS,T,De-active MMA account,,"{""en"":""De-active MMA account"",""vi"":""""}",,2,1,1,,0,N,,,
MFS_CPN,MFS,T,Change phone number,,"{""en"":""Change phone number"",""vi"":""""}",,2,1,1,,0,N,,,
MFS_CPNA,MFS,T,Change phone number,,"{""en"":""Change phone number"",""vi"":""""}",,2,1,1,,0,N,,,
CRD_OAJ,CRD,T,5513: Operative credit limit adjustment,,"{""en"":""5513: Operative credit limit adjustment"",""vi"":""""}",,2,0,1,,0,N,,,
CRD_OPN,CRD,T,5500: Open new credit account,,"{""en"" : """"5500: Open new credit account"""",""vi"" : """""""",""lo"" : """"5500: ????????????????????""""}",,2,1,1,,0,N,,,
CRD_PCT,CRD,T,5515: Principal collection by transfer,,"{""en"":""5515: Principal collection by transfer"",""vi"":""""}",,2,0,0,,0,N,,,
CRD_PIA,CRD,T,5561: Receivable interest adjustment,,"{""en"" : ""5561: Receivable interest adjustment"",""vi"" : """",""lo"" : ""5561: ???????????????""}",,2,0,0,,0,N,,,
CRD_PIW,CRD,T,Principal and interest write-off,,"{""en"":""Principal and interest write-off"",""vi"":""principal and interest write-off""}",,2,0,0,,0,N,,,
CRD_PLA,CRD,T,Approve product limit,,"{""en"" : ""Approve product limit"",""vi"" : """", ""lo"" : ""???????""}",,2,1,1,,0,N,,,
CRD_PLAD,CRD,T,Adjust product limit,,"{""en"" : ""Adjust product limit"",""vi"" : """", ""lo"" : ""???????????? ??????????""}",,2,1,1,,0,N,,,
CRD_PLC,CRD,T,Close product limit,,"{""en"":""Close product limit"",""vi"":""""}",,2,1,1,,0,N,,,
CRD_PLO,CRD,T,Open product limit,,"{""en"":""Open product limit"",""vi"":""""}",,2,1,1,,0,N,,,
CRD_RBD,CRD,T,Repay by deposit account,,"{""en"":""Repay by deposit account"",""vi"":""Tra goc/lai bang tai khoan Deposit""}",,2,0,0,,0,N,,,
CRD_REJ,CRD,T,55842: Reject credit account,,"{""en"" : ""55842: Reject credit account"",""vi"" : """",""lo"" : ""55842: ??????? ????????????""}",,2,1,1,,0,N,,,
CRD_RFC,CRD,T,55711: Fee refund by cash,,"{""en"" : ""55711: Fee refund by cash"",""vi"" : "",""lo"" : ""55711: ???????????????????????????""}",,2,1,1,,0,N,,,
CRD_RFD,CRD,T,55721: Ree refund by transfer,,"{""en"" : ""55721: Ree refund by transfer"",""vi"" : """",""lo"" : ""55721: ??????????????????????????""}",,2,1,1,,0,N,,,
CRD_RID,CRD,T,Credit interest repayment,,"{""en"":""Credit interest repayment"",""vi"":""Tra lai tai khoan credit""}",,2,0,0,,0,N,,,
CRD_RPD,CRD,T,Credit principal repayment,,"{""en"" : ""Credit principal repayment"",""vi"" : ""Credit principal repayment"",""lo"" : ""??????????????????????""}",,2,0,1,,0,N,,,
CRD_RVS,CRD,T,Reverse credit principal collection,,"{""en"":""Reverse credit principal collection"",""vi"":""""}",,2,0,0,,0,N,,,
CRD_SCR,CRD,T,Set customer ranking,,"{""en"" :""Set customer ranking"",""vi"" : ""Thay d?i d?nh gi? kh?ch h?ng"",""lo"" : ""?????????????????""}",,2,1,1,,0,N,,,
CRD_SPA,CRD,T,Specific provision adjustment,,"{""en"":""Specific provision adjustment"",""vi"":""?i?u ch?nh s? ti?n d? ph?ng""}",,2,0,0,,0,N,,,
CRD_SPAD,CRD,T,Adjust sub product limit,,"{""en"":""Adjust sub product limit"",""vi"":""""}",,2,1,1,,0,N,,,
CRD_SPLA,CRD,T,Approve sub product limit,,"{""en"":""Approve sub product limit"",""vi"":""""}",,2,1,1,,0,N,,,
CRD_SPLC,CRD,T,Close sub product limit,,"{""en"":""Close sub product limit"",""vi"":""""}",,2,1,1,,0,N,,,
CRD_SPLO,CRD,T,Open sub product limit,,"{""en"":""Open sub product limit"",""vi"":""""}",,2,1,1,,0,N,,,
CRD_TDR,CRD,T,5523: Disbursement by transfer,,"{""en"" : ""5523: Disbursement by transfer"",""vi"" : """",""lo"" : ""5523: ?????????? ???????????""}",,2,1,1,,0,N,,,
CRD_TIC,CRD,T,5541: Interest collection by transfer,,"{""en"":""5541: Interest collection by transfer"",""vi"":""""}",,2,0,0,,0,N,,,
CRD_TIF,DPT,T,5572:Collect auto fee of credit account by transfer,,"{""en"":""5572:Collect auto fee of credit account by transfer"",""vi"":""Thu phi tk credit bang chuyen khoan""}",,2,0,0,,0,N,,,
CRD_TLI,CRD,T,Transf late payment interest,,"{""en"":""Transf late payment interest"",""vi"":""Duy?t m? t?i kho?n vay""}",,2,0,0,,0,N,,,
CRD_TLP,CRD,T,Transf late payment principal,,"{""en"":""Transf late payment principal"",""vi"":""Duy?t m? t?i kho?n vay""}",,2,0,0,,0,N,,,
CRD_WIC,CRD,T,Write-off interest collection,,"{""en"":""Write-off interest collection"",""vi"":""Write-off interest collection""}",,2,0,1,,0,N,,,
CRD_WPC,CRD,T,Write-off principal collection,,"{""en"":""Write-off principal collection"",""vi"":""Write-off principal collection""}",,2,0,1,,0,N,,,
003006,003,M,Account linkage,,"{""en"":""Account linkage"",""vi"":""Li?n k?t t?i kho?n""}",Child.png,2,0,0,,9,N,,,PMT_ACCOUNT_LINKAGE
003006000001,003006,C,Search,,,,3,1,1,,1,N,,,
003006000002,003006,C,Add,,,,3,1,1,,2,N,,,
003006000003,003006,C,View,,,,3,1,1,,3,N,,,
003006000004,003006,C,Modify,,,,3,1,1,,4,N,,,
003006000005,003006,C,Delete,,,,3,1,1,,5,N,,,
003006000006,003006,C,Save,,,,3,1,1,,6,N,,,
003006000007,003006,C,Clear,,,,3,1,1,,7,N,,,
003006000008,003006,C,Print,,,,3,1,1,,8,N,,,
CRD_WOF,CRD,T,5581: Change to Write off,,"{""en"":""5581: Change to Write off"",""vi"":""""}",,2,1,1,,0,N,,,
CRD_PAOF,CRD,T,5516:Paid-off by GL,,"{""en"":""5516:Paid-off by GL"",""vi"":""Tat toan bang GL""}",,2,1,1,,0,N,,,
CRD_AOV,CRD,T,5531: Adjust Penalty for Late Payment,,"{""en"":""5531: Adjust Penalty for Late Payment"",""vi"":""""}",,2,1,1,,0,N,,,
CRD_CHD,CRD,T,5549: Re-generate schedule,,"{""en"":""5549: Re-generate schedule"",""vi"":""""}",,2,1,1,,0,N,,,
CRD_PDPT,CRD,T,5517:Paid-off by deposit,,"{""en"":""5517:Paid-off by deposit"",""vi"":""Tat toan bang deposit""}",,2,1,1,,0,N,,,
CRD_RNL,CRD,T,Request for open new credit account,,"{""en"":""Request for open new credit account"",""vi"":""""}",,2,1,1,,0,N,,,
CRD_ANL,CRD,T,Accept for new credit account,,"{""en"":""Accept for new credit account"",""vi"":""""}",,2,1,1,,0,N,,,
DPT_RNA,DPT,T,Request for open new deposit account,,"{""en"":""{""en"":""Request for open new deposit account"",""vi"":""""}",,2,1,1,,0,N,,,
DPT_ANA,DPT,T,Accept for new deposit account,,"{""en"":""Accept for new deposit account"",""vi"":""""}",,2,1,1,,0,N,,,
CTM_CIF,CTM,T,Customer Information,,"{""en"":""Customer Information"",""vi"":""""}",,2,1,1,,0,N,,,
ADM_PCF7,PMT,T,Process repayment imported file,,"{""en"":""Process repayment imported file"",""vi"":""""}",,2,1,1,,0,N,,,
ACT_SAL,ACT,T,Salary payment,,"{""en"":""Salary payment"",""vi"":""""}",,2,1,1,,0,N,,,
ACT_ADJ,ACT,T,Adjust GL Income/Expense,,"{""en"":""Adjust GL Income/Expense"",""vi"":""""}",,2,1,1,,0,N,,,
FAC_ADJ,FAC,T,Adjust fixed asset,,"{""en"" : ""Adjust Adjust fixed asset"", ""vi"" : """", ""lo"" : ""Adjust fixed asset""}",,2,1,1,,0,N,,,
CRD_CSI,CRD,T,5556: Stop/start interest accrual,,"{""en"":""5556: Stop/start interest accrual"",""vi"":"""",""lo"":""5556: ???/???????????????????""}",,2,1,1,,0,N,,,
ADM_PCF10,PMT,T,Process deposit group,,"{""en"":""0010: Process deposit group"",""vi"":"""",""lo"":""0010: Process deposit group""}",,2,0,1,,0,N,,,
ADM_PCF12,PMT,T,0012: Process deposit group by GL,,"{""en"":""0012: Process deposit group by GL"",""vi"":"""",""lo"":""0012: Process deposit group by GL""}",,2,0,1,,0,N,,,
ADM_PCF11,PMT,T,Process deposit group,,"{""en"":""0011: Process reschedule by imported file"",""vi"":"""",""lo"":""0011: Process reschedule by imported file""}",,2,0,1,,0,N,,,
0050020037,005002,C,PrintTD,,,,3,1,1,,37,N,,,
IB0013,DPT,T,IB0013: Func Transfer,,"{
  ""en"" : ""IB0013: Func Transfer"",
  ""vi"" : """",
  ""lo"" : ""IB0013: Func Transfer?""
}",,2,1,1,,0,N,,,
